,Total Logins,Tickets Raised,Customer Tenuer Year,Sentiment Score,Onboarding Year,Loans Accessed,Loans Taken,Monthly Avg Balance,Churned
9333,19.0,3.0,7,0.403956242,2018,2,2,36635.70216,0
9334,17.0,2.0,13,0.483721034,2012,3,0,43082.91739,0
9335,17.0,2.0,12,0.970614092,2013,1,1,36967.07319,0
9336,19.0,2.0,5,0.640238178,2020,0,1,24719.91403,0
9337,19.0,2.0,10,0.961673583,2015,0,0,54706.61451,0
9338,19.0,2.0,8,0.256549782,2017,0,2,37732.78636,0
9339,22.0,2.0,10,0.452560963,2015,1,2,59443.83626,0
9340,18.0,3.0,4,0.040651371,2021,1,1,52407.39795,1
9341,14.0,1.0,5,0.483034814,2020,0,2,77153.88735,0
9342,17.0,1.0,10,0.539079091,2015,1,1,39792.20184,1
9343,17.400753212228622,3.0,11,0.760557999,2014,2,0,26350.42128,0
9344,13.0,2.0,11,-0.075201468,2014,3,4,46025.78365,1
9345,12.0,5.0,7,-0.248367063,2018,1,3,47662.03844,0
9346,18.0,1.0,6,0.471082012,2019,0,2,48131.763028208115,0
9347,15.0,4.0,9,0.32287429,2016,6,2,55406.46348,1
9348,21.0,0.0,8,0.187093031,2017,1,2,24835.35997,1
9349,20.0,6.0,12,0.861589324,2013,2,2,41659.72455,1
9350,24.0,4.0,10,0.635777634,2015,2,0,43153.62878,0
9351,22.0,4.0,5,0.359704921,2020,1,1,55813.06353,0
9352,20.0,0.0,4,0.45025896,2021,1,2,70142.77936,0
9353,18.0,1.0,6,0.70487198,2019,0,1,48131.763028208115,0
9354,13.0,2.0,14,-0.116986243,2011,2,3,26639.41777,1
9355,16.0,3.0,4,1.012985609,2021,0,1,70527.57004,0
9356,28.0,0.0,7,1.201293373,2018,0,1,28065.11318,0
9357,20.0,4.0,8,-0.240133216,2017,1,1,42723.62182,0
9358,18.0,3.0,6,0.560633132,2019,0,1,62600.05139,0
9359,11.0,5.0,10,0.472259863,2015,1,1,33712.67558,1
9360,18.0,3.0,4,0.482467338,2021,1,3,48131.763028208115,0
9361,17.0,2.0,7,0.229288583,2018,3,0,60330.02749,0
9362,13.0,4.0,14,0.659326471,2011,1,2,33599.98413,1
9363,24.0,0.0,13,0.366914732,2012,0,1,15973.24167,0
9364,22.0,3.0,5,0.686089288,2020,1,1,44751.9206,0
9365,14.0,2.0,5,0.336503551,2020,1,1,54927.76963,0
9366,14.0,1.0,11,0.427900774,2014,2,1,40820.77244,0
9367,14.0,2.0,9,0.531879344,2016,0,2,49762.14723,0
9368,11.0,3.0,5,0.207632881,2020,1,1,69151.00651,1
9369,21.0,4.0,11,0.548328946,2014,0,2,55508.53588,0
9370,17.0,6.0,7,0.78470172,2018,0,1,47466.3148,1
9371,15.0,4.0,5,0.122089658,2020,3,7,48131.763028208115,1
9372,15.0,0.0,4,0.65099798,2021,0,0,55586.57205,0
9373,14.0,3.0,13,0.869317356,2012,0,1,51331.2417,0
9374,19.0,5.0,14,0.736435217,2011,0,0,45589.29466,0
9375,16.0,3.0,12,0.603243354,2013,0,0,55271.44642,0
9376,13.0,3.0,10,0.152757945,2015,1,3,64076.27732,1
9377,26.400753212228622,1.0,6,0.585256701,2019,0,2,22977.35381,0
9378,14.0,4.0,5,0.158268276,2020,1,2,65795.74293,0
9379,22.0,4.0,14,0.757529778,2011,1,1,50537.68897,0
9380,24.0,2.0,10,0.019086011,2015,1,1,33921.30005,0
9381,18.0,2.0,14,0.8640515,2011,0,2,59434.84461,0
9382,14.0,1.0,7,0.589738282,2018,1,3,40811.9762,0
9383,21.0,2.0,9,0.398672,2016,2,2,37320.9508,0
9384,19.0,3.0,7,0.082748117,2018,2,1,39003.77307,0
9385,20.0,4.0,13,0.183410608,2012,1,2,45464.27744,0
9386,17.0,4.0,10,0.47567623,2015,0,4,28167.46059,0
9387,17.0,1.0,7,0.072741433,2018,0,0,28836.03359,0
9388,16.0,3.0,12,0.647200083,2013,3,2,21834.89498,0
9389,11.0,1.0,10,-0.053783376,2015,1,4,40463.31466,0
9390,20.0,4.0,11,0.526402502,2014,0,3,21993.25397,1
9391,17.0,2.0,11,0.822526545,2014,1,0,48310.71834,0
9392,23.0,2.0,9,0.464175639,2016,2,1,48131.763028208115,1
9393,21.0,4.0,7,0.07172332,2018,2,2,55998.67353,1
9394,20.0,0.0,14,0.78177288,2011,3,1,51958.60841,0
9395,19.0,1.0,11,0.403290996,2014,2,0,54211.7912,0
9396,15.0,1.0,12,1.264910042,2013,1,3,66193.81466,0
9397,17.0,2.0,4,0.259988776,2021,1,0,60403.46755,0
9398,15.0,2.0,8,0.286776988,2017,0,4,48131.763028208115,1
9399,22.0,0.0,8,0.247425906,2017,1,0,39013.11002,0
9400,21.0,2.0,12,0.610433904,2013,2,0,58918.29727,0
9401,15.0,3.0,11,0.391372153,2014,0,1,49617.61951,0
9402,18.0,4.0,9,0.782781683,2016,1,0,35642.67898,0
9403,19.400753212228622,3.0,7,-0.24872794,2018,0,0,43090.03117,1
9404,20.0,2.0,10,0.562155319,2015,0,0,62490.1916,0
9405,18.0,3.0,6,0.426621699,2019,1,2,45868.80246,0
9406,14.0,2.0,12,0.502087099,2013,0,0,39398.37442,0
9407,22.0,4.0,5,-0.062851066,2020,0,0,47188.73131,0
9408,16.0,2.0,14,0.297286295,2011,1,1,42565.32298,0
9409,18.0,4.0,9,0.201442395,2016,2,0,49833.42347,1
9410,13.0,1.0,7,0.208008451,2018,1,1,41858.68708,0
9411,15.0,4.0,8,0.397095062,2017,0,5,69916.01345,1
9412,23.0,2.0,9,-0.179999387,2016,3,0,44738.4505,0
9413,25.0,5.0,7,0.765007725,2018,1,0,40304.43364,0
9414,15.0,3.0,8,0.464694699,2017,1,3,45956.23356,0
9415,23.0,1.0,9,0.716817001,2016,2,2,85872.35954,0
9416,8.0,2.0,4,0.03448043,2021,4,3,47785.0093,1
9417,21.0,3.0,8,0.537211684,2017,2,0,60631.32257,0
9418,20.0,0.0,9,0.206084798,2016,1,1,45018.51949,0
9419,14.0,1.0,10,0.834081337,2015,1,0,32536.1463,0
9420,14.400753212228622,5.0,7,0.165974257,2018,5,2,22734.30438,1
9421,24.0,1.0,13,0.417870109,2012,1,4,42940.23608,0
9422,16.0,0.0,9,0.686774334,2016,1,1,59370.0673,0
9423,20.0,0.0,4,0.426469629,2021,0,1,32903.06788,0
9424,19.0,1.0,10,0.720132791,2015,1,2,38997.46723,0
9425,15.0,3.0,6,0.321281457,2019,2,0,48131.763028208115,0
9426,13.0,6.0,7,0.489095256,2018,3,1,72128.8873,1
9427,31.0,4.0,11,0.78158303,2014,0,0,65620.76557,0
9428,18.0,1.0,14,0.424421957,2011,2,1,37457.41528,0
9429,27.0,2.0,12,0.48816913,2013,0,2,44704.9941,0
9430,15.0,1.0,12,0.54813355,2013,0,1,57404.04076,0
9431,16.0,4.0,9,0.456820316,2016,3,1,57275.02059,1
9432,18.0,4.0,9,0.487232957,2016,4,0,27752.09261,1
9433,15.0,3.0,5,0.692386021,2020,1,1,24135.77079,1
9434,11.0,3.0,7,0.010327904,2018,3,1,31121.39947,1
9435,19.0,4.0,13,0.593882228,2012,2,1,68184.81265,0
9436,23.0,0.0,4,0.728728012,2021,1,3,55653.15155,0
9437,38.0,1.0,10,0.168014779,2015,3,1,48131.763028208115,0
9438,16.0,3.0,6,0.181245253,2019,0,2,67969.96518,0
9439,27.0,0.0,14,0.478641197,2011,0,2,45686.73878,0
9440,15.0,2.0,10,-0.030795245,2015,1,2,48383.08827,0
9441,28.0,1.0,4,0.564771266,2021,1,1,103844.2172,0
9442,20.0,6.0,6,0.304076445,2019,3,2,65448.85927,1
9443,22.0,3.0,6,0.24109094,2019,0,0,53550.15839,0
9444,16.0,3.0,6,0.273390065,2019,7,3,46159.29953,1
9445,16.0,3.0,13,0.619244683,2012,1,1,50296.80621,0
9446,24.0,2.0,5,0.457656935,2020,1,2,21057.67152,0
9447,19.0,4.0,7,0.744169413,2018,1,0,44022.29882,0
9448,13.0,1.0,8,0.919570195,2017,0,1,56494.31975,0
9449,19.0,0.0,14,0.867835397,2011,2,1,48131.763028208115,0
9450,22.0,0.0,10,0.744620396,2015,2,1,35832.69608,0
9451,21.0,0.0,7,0.43564007,2018,0,0,63675.22109,0
9452,27.0,2.0,4,0.420531636,2021,0,1,18889.3379,0
9453,22.0,2.0,13,0.902212753,2012,1,1,50152.10967,0
9454,25.0,1.0,13,0.30055916,2012,1,0,32077.91455,0
9455,17.0,3.0,5,0.56025255,2020,1,1,69287.57965,0
9456,14.0,2.0,12,0.263717513,2013,0,2,44839.35045,0
9457,15.0,3.0,14,0.282197267,2011,0,0,48131.763028208115,0
9458,23.0,5.0,12,1.337604938,2013,0,3,56552.1647,0
9459,25.0,2.0,12,0.352341271,2013,1,2,69151.33685,0
9460,12.0,0.0,9,0.794819083,2016,1,3,36556.33317,0
9461,18.0,3.0,6,0.333167444,2019,0,1,28515.33918,0
9462,18.0,6.0,12,-0.393302679,2013,1,1,57032.62987,0
9463,20.0,0.0,11,0.269982824,2014,1,1,42135.67886,0
9464,15.0,2.0,13,0.261096195,2012,1,1,68725.91678,0
9465,17.0,1.0,9,0.253804056,2016,2,2,52633.16963,0
9466,20.0,2.0,6,0.446206436,2019,0,0,44571.96148,0
9467,18.0,2.0,5,0.189755281,2020,1,0,43628.82297,0
9468,19.0,4.0,12,0.075557919,2013,0,2,60864.58056,0
9469,13.0,2.0,12,0.638310735,2013,1,0,38628.46489,0
9470,23.0,2.0,13,0.072860346,2012,1,1,29782.86052,0
9471,26.0,2.0,4,0.366558938,2021,1,2,43201.05677,0
9472,19.0,1.0,7,0.243887149,2018,3,2,53536.59337,0
9473,14.0,6.0,11,0.497264063,2014,5,1,25540.37734,1
9474,7.0,4.0,9,0.061139643,2016,1,1,14604.07308,1
9475,23.0,3.0,14,0.418240447,2011,1,1,54894.87651,0
9476,23.0,0.0,5,0.571183125,2020,0,0,43449.90331,0
9477,20.0,1.0,13,0.43274254,2012,1,0,46969.79256,0
9478,21.0,1.0,8,0.562013396,2017,4,2,60952.68173,0
9479,15.0,3.0,5,0.231493978,2020,2,2,42131.53294,1
9480,10.0,4.0,7,0.221884701,2018,4,3,23028.97975,1
9481,22.0,0.0,5,0.819372943,2020,1,1,22182.02775,0
9482,21.0,3.0,12,0.330281558,2013,2,1,57126.37451,0
9483,23.0,4.0,7,0.864269385,2018,1,0,60191.06994,0
9484,18.0,2.0,5,0.881249194,2020,2,0,55764.14151,0
9485,23.0,3.0,11,0.337479149,2014,3,1,47763.72754,1
9486,8.0,5.0,9,0.492093691,2016,2,2,36868.87408,1
9487,20.0,3.0,10,0.956319348,2015,1,0,48131.763028208115,0
9488,11.0,2.0,14,0.52665232,2011,0,4,51215.1869,0
9489,16.400753212228622,0.0,4,0.292650427,2021,0,1,41743.92678,0
9490,15.0,2.0,7,0.439674862,2018,1,1,48131.763028208115,0
9491,12.0,3.0,14,0.35663695,2011,1,4,42349.38463,1
9492,15.0,2.0,11,0.134581488,2014,1,0,48070.86911,0
9493,24.0,1.0,9,0.614991717,2016,1,1,40752.72366,0
9494,23.0,0.0,10,0.346423032,2015,0,0,61350.30911,0
9495,10.0,2.0,13,0.3150394,2012,1,2,49955.52112,1
9496,18.400753212228622,1.0,12,0.911714114,2013,2,3,60886.36895,1
9497,8.0,1.0,12,-0.030533147,2013,3,3,43417.93224,1
9498,24.0,2.0,12,0.040464034,2013,1,1,54537.44964,0
9499,21.0,3.0,6,0.484615348,2019,0,0,40343.48915,0
9500,15.713142679999532,2.9901770974997213,11,0.4291292644792444,2013,0,2,36491.31377827198,1
9501,17.149977050900105,2.231252868637487,9,-0.03508536225024869,2015,0,1,29984.164016858285,1
9502,11.185839555736964,3.938053481421012,4,0.24208108509666953,2020,1,2,36216.32432053926,1
9503,9.423192080361744,3.0,10,0.12616303467928447,2014,2,1,32266.997197617755,1
9504,17.761579114318852,3.35763132852172,9,-0.05508325533967166,2015,2,2,24061.010465889296,1
9505,9.109383152476855,3.927077898348763,11,0.02016225279475883,2013,1,0,38799.230421103544,1
9506,22.947256047837783,1.2109758086488696,11,0.01154426075986131,2013,0,1,48131.763028208115,1
9507,12.724818184253852,1.6683282164168827,10,0.3301144690010054,2014,2,1,51154.26203065809,1
9508,13.589862418140308,3.0,10,-0.09835824952608435,2014,1,1,48506.928858080755,1
9509,12.045151364412291,4.045151364412292,13,0.27720445494472534,2011,0,1,42229.3608608319,1
9510,23.372600677142525,1.8757997742858246,10,0.498521041705081,2014,2,3,56924.52216947486,1
9511,9.93603916834785,4.68798694388405,13,0.05394788061807343,2012,1,1,51281.59461918484,1
9512,17.049633505957207,2.7375916235106983,7,0.2654743599094501,2017,1,0,37988.33492419448,1
9513,15.578287382474084,1.734862147422251,9,0.6115104044041544,2015,2,1,53896.363807381575,1
9514,10.159690130255004,3.0,8,-0.06948645984783636,2016,2,0,55047.599762655285,1
9515,13.305528915190745,3.1018429717302483,9,0.27310540134780703,2015,1,2,48131.763028208115,1
9516,15.155226161274268,2.577613080637134,9,0.290573816535801,2015,2,1,11738.945848780028,1
9517,14.570907053752144,2.429092946247855,9,0.18434694853529154,2015,2,4,20257.177950593807,1
9518,17.662133460871825,3.0,8,0.3536266206240829,2016,1,1,43863.835527472555,1
9519,12.155331806631356,2.0,12,-0.24038912915793703,2012,1,3,39577.68493673986,1
9520,16.360258286380414,3.106623618936598,5,0.05539037885676039,2019,1,0,48131.763028208115,1
9521,13.633201679353732,3.2664033587074632,12,0.19184871435510903,2012,1,0,19614.30934574413,1
9522,17.863407059713335,1.298484006618894,12,0.8652778104142399,2012,2,2,60884.70741887822,1
9523,12.167020276439743,2.7665959447120514,11,-0.3898807637837636,2013,1,1,28570.500795961747,1
9524,15.932548595496371,3.932548595496372,4,-0.2202410211459082,2020,2,1,30955.73892326998,1
9525,19.011992757618504,2.970074456666707,8,0.03772028823890816,2016,0,2,74435.25263542225,1
9526,19.730142198750787,2.7301421987507877,8,0.2466728341797479,2016,3,1,31137.661316535494,1
9527,12.596831402641524,2.0,11,0.023528114216954388,2013,1,3,48131.763028208115,1
9528,22.0086569724388,2.29913430275612,9,0.1388032035887226,2015,1,1,21690.499968033804,1
9529,12.140823210721656,2.570411605360828,11,-0.1627635912712388,2013,1,2,26792.428187545276,1
9530,20.252783272062974,6.2615408403452415,12,0.3809693260467527,2012,1,1,71004.38674287687,1
9531,18.182603020588555,4.3669486483196325,10,0.461327731882222,2014,0,1,48131.763028208115,1
9532,13.761531195632324,1.4460520193307975,9,0.22869046356194572,2015,1,3,31729.97279632837,1
9533,15.757776560375158,3.2733296811254737,9,1.0074188603841856,2015,1,0,47865.592277943346,1
9534,21.898898088430233,2.0,9,0.006006120663561425,2015,1,1,21577.269637535315,1
9535,15.727841553221921,2.3180396116945197,12,0.35132415423991226,2013,1,0,63616.13265552843,1
9536,20.32177612015773,2.1507164177427267,7,0.2555989769561334,2018,2,1,33550.61670731067,1
9537,19.0,1.9437757051490276,7,-0.16691593211692415,2017,4,0,52698.07232636302,1
9538,10.913805790480042,3.0287314031733192,10,0.29694743266352674,2014,1,1,46198.137957855186,1
9539,24.692012006117928,4.912800800407862,8,0.10857387057106696,2016,2,2,36272.743219196156,1
9540,12.7274589452729,5.441452031272628,9,-0.10663576007314746,2015,2,2,18534.88363605405,1
9541,14.082336332090811,3.73203537106066,8,0.2534673071250776,2016,2,2,19039.197198055248,1
9542,9.751279103853225,3.0,10,0.6929639331482697,2014,0,2,63319.36724728407,1
9543,13.343275489064448,2.6567245109355517,9,0.10203370669747452,2015,1,1,34506.68012271093,1
9544,16.295903168390613,1.8520484158046928,11,0.2947545135227835,2013,1,1,39369.88909660524,1
9545,17.7106175812215,0.0,8,0.03747985805242157,2016,1,1,23956.726566241017,1
9546,10.911546837459321,3.51474219375678,7,0.4829385269845566,2017,1,1,57274.925165357236,1
9547,25.10378257813974,6.502101432299855,10,0.6389448174437315,2014,1,2,48183.41338850362,1
9548,22.7916339660834,1.9679436870897538,11,-0.08056532361287282,2013,3,1,48131.763028208115,1
9549,16.818425943435244,3.927370377374098,12,0.06460802215148709,2013,4,4,48131.763028208115,1
9550,14.282036919366483,3.130958501860525,5,0.6285970953444969,2019,1,3,50070.38553253705,1
9551,17.841769807293556,1.2064261241990086,10,0.20126284742312783,2014,3,1,48131.763028208115,1
9552,17.760854780438144,1.84056985362543,8,0.8217792421719385,2016,3,2,52160.09961962679,1
9553,13.95065714283086,5.0,8,0.3972466651040849,2016,0,2,15903.87700200646,1
9554,15.730266834823844,3.932566708705961,6,0.1893457197181545,2018,1,3,22507.22689867017,1
9555,14.72699575899226,2.8486694940051605,13,0.154147292891444,2011,3,4,38241.838983311136,1
9556,12.87388467762459,5.12611532237541,13,0.17895498734041745,2011,1,2,62323.750949521986,1
9557,18.167626441471086,1.1634430549469534,6,-0.06424563244857208,2018,2,2,25408.515351717826,1
9558,12.0,3.4673055737906955,9,0.21403958110757865,2015,1,1,45622.354196495275,1
9559,16.032082682870094,1.4064165365740187,9,0.35039787712251175,2015,1,1,29956.795258609454,1
9560,19.91853973147321,2.2403245041170643,12,0.24811791141033446,2012,1,1,11267.18776882384,1
9561,16.648682953357365,1.6486829533573646,6,0.5698980870470979,2018,3,3,56653.704533534525,1
9562,13.294742428024417,3.0,5,0.6196448436790908,2019,0,1,41983.20134011015,1
9563,14.0,2.623505311247337,11,0.4801384144981549,2014,2,1,58463.66521028698,1
9564,11.393863916014473,2.2625759440096482,11,0.38850202349780033,2013,0,5,26657.910348227193,1
9565,18.761233155579244,0.9290751333155673,10,0.3906411659293599,2014,1,3,17948.204300140704,1
9566,13.991025258737714,2.596410103495086,8,-0.028677957774581125,2016,2,2,22555.526890983758,1
9567,12.182347004566275,2.1823470045662754,7,0.05595756045302466,2017,1,2,48131.763028208115,1
9568,11.63559925983769,2.5208001345749653,6,0.29394149878942016,2019,2,1,29632.586792949045,1
9569,12.647203262179987,4.029195106730018,5,0.3194086728450113,2019,3,1,48423.02643592873,1
9570,17.300966319631623,2.6990336803683785,7,0.8435155166776481,2017,2,2,49220.63337452931,1
9571,19.975507507447652,4.815955227949787,12,-0.3653275273122785,2012,3,0,34555.30550968401,1
9572,12.269353263966735,2.0,6,0.39610109194345755,2018,0,2,50032.73787696636,1
9573,18.629210270604602,2.47415794587908,6,-0.15894025529115013,2018,1,1,23706.03055238051,1
9574,13.77421044784937,2.0,7,0.1964489967783125,2017,2,2,21191.037135347477,1
9575,13.450402196512524,4.233243956330551,12,0.7942345476096625,2012,2,2,50100.20482901662,1
9576,21.10225232645342,3.9596661478615482,4,0.05231547492897168,2020,0,3,53284.48721902106,1
9577,19.630851270641266,3.0,10,0.4020152003229937,2014,2,2,47707.750387185035,1
9578,16.657215027044327,2.5314430054088652,11,0.4921531766659811,2013,3,3,39915.098568752444,1
9579,14.147958334109406,3.4438750023282174,13,-0.08146957109918895,2011,2,1,40939.99621689296,1
9580,15.03069104481832,3.9693089551816794,12,0.5799954106975683,2013,0,0,30790.69009723943,1
9581,13.672778916716915,1.2090973645896144,4,0.33868040277792566,2020,3,0,39185.89900038261,1
9582,13.26070626008653,4.608940609870204,9,0.3716430408720319,2015,3,0,54785.40267461204,1
9583,12.913381119492788,2.407069747773793,7,0.1970187005149574,2017,2,2,40184.15152359291,1
9584,19.614366798958343,4.076244532638897,5,0.29836271728290564,2019,4,2,43082.01034323087,1
9585,15.425505659271844,2.8510113185436854,11,0.29091721767632117,2013,2,1,70692.79145729757,1
9586,14.434584060247461,2.869168120494924,8,0.15286900912516796,2017,1,0,13530.74057509129,1
9587,14.021009156986361,2.9579816860272787,5,0.5357573413164067,2019,2,3,53114.524882140875,1
9588,16.0,5.827843457133428,4,0.5860033166767346,2020,1,1,48731.67133043771,1
9589,16.00538939034992,5.108348900345968,9,0.5890304054073768,2015,3,1,61409.80673331223,1
9590,13.266620972806495,2.0,10,0.5139750571103141,2014,1,1,59858.775189790234,1
9591,14.885238878707565,3.2295222425848698,8,-0.08830040600718016,2016,2,1,22580.03649195654,1
9592,9.693652540765122,5.08670656759564,9,0.25761867253715215,2015,3,3,57498.05304432689,1
9593,16.38491069369693,3.3849106936969315,6,0.7344517868129865,2018,1,1,48131.763028208115,1
9594,22.132296862792707,5.652918745117082,5,0.017805751954222293,2019,1,1,48131.763028208115,1
9595,13.543454081980025,1.2240544912042273,10,0.48818766337193886,2014,2,3,46431.99191018649,1
9596,16.17043416857163,2.340868337143263,7,0.8466774494940443,2018,1,0,45529.13236614643,1
9597,14.197826073603382,2.1336956543994363,4,0.45688204321931397,2020,3,2,60012.73760922718,1
9598,9.0,1.1292110206644026,12,-0.01713856023421087,2012,3,1,32414.159229724763,1
9599,13.237190142218276,0.4971533649373947,10,0.31761035148074224,2014,2,0,39257.02361064493,1
9600,13.0,3.882668785573803,9,0.9591961639184241,2015,1,2,45824.32356957804,1
9601,14.383086167762531,2.6766172335525065,9,0.05341517190217329,2015,2,3,26869.466603855228,1
9602,13.273192136001146,3.636596068000573,9,0.645121387615638,2015,3,1,40529.8328261435,1
9603,13.24727530990111,4.0,7,-0.19948972949501115,2017,0,1,28118.72226944917,1
9604,11.622166118454107,1.2755667763091785,6,0.3216705858939091,2018,1,1,48131.763028208115,1
9605,14.993035132370395,5.0,12,0.1395747203813672,2012,1,1,62306.332599537636,1
9606,16.0,3.5983831639965196,7,0.29628440502826847,2018,1,3,48131.763028208115,1
9607,17.938734801898455,5.234683700474614,9,0.4402902815030584,2015,0,1,67488.6233450126,1
9608,14.725444012363251,6.0,6,0.49095376806883145,2018,6,2,61330.42956619748,1
9609,24.451444262140253,1.6144072271686285,6,0.10495604781488566,2018,1,0,60902.16047487962,1
9610,14.01000982390388,2.2020019647807763,8,0.5945776188106695,2016,4,3,50641.604705813224,1
9611,13.830177626221257,3.0,7,0.09806281666411015,2018,2,3,49651.07375495324,1
9612,15.191383668760794,2.0,4,0.575399162451143,2020,0,3,36643.75376134502,1
9613,11.774446282420413,2.6127768587897933,14,0.6165444103050148,2011,1,2,33462.360898840736,1
9614,12.868938171759606,1.5655309141201972,7,0.4491501956458405,2017,1,1,48131.763028208115,1
9615,17.669746847867827,3.0,8,0.08510787081524965,2016,3,3,29595.254241105853,1
9616,14.410972239876946,3.9658937591094015,5,-0.16639762439081718,2019,1,1,40132.22131762291,1
9617,16.500558105640504,4.499441894359495,6,0.38103684676335176,2018,1,3,54502.348916889874,1
9618,19.306056946760997,4.0,13,-0.060346703146788444,2011,1,1,56946.36781897053,1
9619,8.116911813424954,1.1636765387949355,5,0.1251580493635459,2019,2,0,35952.38556670871,1
9620,10.245596435084723,1.8683946526270838,8,0.17921288029306182,2016,2,0,30063.008478064385,1
9621,14.990799157735971,3.6036803369056116,10,0.4640773456876635,2014,2,1,32628.566757658893,1
9622,18.172654816522478,2.4345309633044954,7,0.362077845374127,2017,1,1,43814.189803278445,1
9623,23.086735702704857,2.8695336718149798,4,0.2596131938604486,2020,2,2,55059.69291248194,1
9624,18.1806575413113,3.8193424586886966,14,0.6126448990789435,2011,0,0,61474.05896161589,1
9625,16.94768617706428,2.9476861770642797,6,0.2490702113764363,2019,2,1,41709.56426324544,1
9626,15.0,4.21877170841088,9,0.39454890307776413,2015,2,2,23880.29010685969,1
9627,16.32622050698093,2.0,10,0.6258211600102912,2014,4,3,34994.817872007465,1
9628,13.75619223410678,3.0,8,0.8225775582418207,2016,2,0,57240.96312604002,1
9629,18.243714009042154,3.0,5,0.33260988582045986,2019,1,4,46441.27674270729,1
9630,9.35073173940132,4.608211376766446,9,0.20780104432172614,2015,5,2,34943.217207383284,1
9631,13.112014507485998,2.4445735010694287,6,0.3255881988399894,2018,2,2,44580.66754285915,1
9632,16.938959496718255,2.742369937089782,8,0.481309871093652,2016,0,2,11100.186536688085,1
9633,17.54333749526278,3.0,11,0.3875890616166109,2014,2,4,57826.81765440316,1
9634,17.292289936184385,3.058457987236877,4,0.11903294170302615,2020,2,1,33655.50505027053,1
9635,14.299929397473067,2.0,11,0.55235198665718,2013,2,1,25520.81285928782,1
9636,17.256913351315696,2.9486173297368605,10,-0.25289151723032444,2014,1,2,50432.63282828514,1
9637,14.501438688786264,0.33604010438535714,7,0.16562241205999795,2017,0,3,48131.763028208115,1
9638,14.452027103436112,3.064391868969166,8,0.31297168675932924,2016,1,5,36888.3908684014,1
9639,17.200203780477178,4.399983018293568,7,0.4745203747202415,2017,3,1,33755.426774353924,1
9640,12.057391843688274,2.885216312623453,7,0.3001411487518039,2018,3,1,43414.19729132382,1
9641,18.583307248184205,3.9165362409210225,11,0.2788306426822236,2014,1,1,42638.544880738584,1
9642,11.46262628811485,4.0,5,0.3717142529093731,2019,1,2,53918.16294865819,1
9643,12.544771261140843,4.303485825906105,4,0.24196452163992346,2021,1,2,19020.169893177503,1
9644,18.010959932992428,3.0,8,0.33856048730298205,2016,1,1,43865.30596430426,1
9645,17.346825565624076,2.6647392049108465,9,0.6025454980529287,2015,2,1,57925.50977744044,1
9646,16.677338721677152,1.5806653195807117,12,0.35448490621271644,2012,1,1,23349.278040576803,1
9647,16.70109758736427,1.0,5,0.1667662782258078,2019,0,2,48625.133314059894,1
9648,15.875120804437085,4.232194630473036,10,0.08071042896519295,2014,1,1,48508.40125424917,1
9649,14.944352544270782,2.504637287977435,6,0.35218570282157685,2018,3,3,14600.951213009348,1
9650,14.007353044554428,4.977940866336719,9,0.8278024850207452,2015,1,2,42825.41869802249,1
9651,10.69172011413469,3.691720114134689,6,0.11183447042231058,2018,1,3,17257.023648453698,1
9652,20.0,4.306713394723622,5,0.3467255117680028,2019,4,1,65348.95022624371,1
9653,13.884797368020966,2.0768017546526893,6,0.5941398949602728,2018,2,1,40718.28794357281,1
9654,17.422249248234067,4.631749892604867,10,-0.047563997685488656,2014,3,2,29284.88702536003,1
9655,5.209681592083326,4.0,10,0.5695261984839465,2014,2,2,24116.232652464434,1
9656,19.945155937980317,2.579263437431383,7,0.21166174267587565,2017,1,1,55898.2624276456,1
9657,12.996109189736316,0.0,8,0.1726797484733083,2016,1,2,33795.898011442565,1
9658,14.540419051041688,3.819860316319437,4,-0.01779975753559595,2020,0,1,35902.72216753839,1
9659,10.526998832137512,3.434523751731513,10,0.46790882677199386,2014,1,1,52276.884205354334,1
9660,14.253789606627329,3.9103506556211176,10,0.29932907370945344,2014,1,0,38636.70359893108,1
9661,13.698592972721574,3.6065859559767826,6,0.3770114317996715,2018,2,1,44227.95278531953,1
9662,16.643662664559734,2.1356337335440267,5,0.3227115160645252,2019,0,4,32863.52627073976,1
9663,14.431119282627332,2.913776143474534,10,0.07729058216324008,2014,0,1,35581.46928607653,1
9664,14.624458175340823,2.425325094795506,12,0.12149985856057324,2012,1,1,42210.9935024063,1
9665,13.386050935651836,1.6139490643481642,7,0.4467966877429954,2017,3,2,47093.72934005168,1
9666,14.06658771996308,1.0665877199630789,5,0.14829417990101953,2019,1,1,62006.95814692548,1
9667,12.0,2.0,5,0.43433187239269666,2019,1,2,38821.980921362294,1
9668,21.75033080137578,4.667107735167711,8,0.7096208587873223,2016,1,2,31564.814315295873,1
9669,23.629596233130187,1.4111211300609448,6,0.34897260076728853,2018,1,2,37048.74648601211,1
9670,13.0,2.0,6,0.24089664189513282,2018,2,1,21275.647067932172,1
9671,15.931246093577512,2.9312460935775126,6,0.17110328534429203,2019,3,1,18058.089654609663,1
9672,12.801130979346755,4.0,8,0.541709615377159,2016,1,2,53898.35642883594,1
9673,14.165671442048597,2.1656714420485956,4,-0.17776744079203227,2020,2,2,33946.0144387102,1
9674,22.26649642917575,3.6332482145878746,11,-0.025448910315472917,2013,0,2,48449.308383674084,1
9675,12.243940639703261,3.5920107927812253,12,0.6875053247722231,2012,1,3,36527.13427914212,1
